t,x,y,z,vx,vy,vz,roll,pitch,yaw,p,q,r,mass,phase,speed,airspeed,mach,q_dyn,rho,cd_eff,alpha_deg,beta_deg,roll_ref_deg,pitch_ref_deg,yaw_ref_deg,roll_error_deg,pitch_error_deg,yaw_error_deg,gimbal_pitch_deg,gimbal_yaw_deg
0.4200000000000001,6.7798072076315155,0.0,7.853266434490681,17.215122180916456,0.0,17.909563228158852,0.0,0.9061141517884916,0.0,0.0,-0.010575444420502579,0.0,20.993230769230745,longitudinal,24.7643424290251,24.7643424290251,0.07277989245203305,375.36306768347254,1.2241311072540777,0.24612016414648638,5.531548185170877,0.0,-0.0,40.0,0.0,0.0,-11.92763402527511,0.0,0.0,0.0
0.4400000000000001,7.124109651249845,0.0,8.211457699053858,17.357975053082463,0.0,17.895418025415456,0.0,0.9059026429000818,0.0,0.0,-0.011477035691994422,0.0,20.98338461538459,longitudinal,24.84175691708019,24.84175691708019,0.0730077011640524,377.70053345220964,1.2240889522020735,0.24855562145300683,5.783884214745949,0.0,-0.0,40.0,0.0,0.0,-11.91651665455702,0.0,0.0,0.0
0.46000000000000013,7.4712691523114945,0.0,8.569366059562167,17.507769968535573,0.0,17.890038812547697,0.0,0.9056731021862419,0.0,0.0,-0.01240605815076583,0.0,20.973538461538435,longitudinal,24.930809939666972,24.930809939666972,0.07326971609207714,380.400274315093,1.2240468521145924,0.2510458124252552,6.030983471836102,0.0,-0.0,40.0,0.0,0.0,-11.904398087921635,0.0,0.0,0.0
0.48000000000000015,7.821424551682206,0.0,8.927166835813122,17.66451922975463,0.0,17.89342630966838,0.0,0.9054249810232262,0.0,0.0,-0.013362160847372719,0.0,20.96369230769228,longitudinal,25.031490127150224,25.031490127150224,0.0735659043775753,383.46570428289454,1.2240047863847228,0.25358063266992825,6.272520504240413,0.0,-0.0,40.0,0.0,0.0,-11.891246373792184,0.0,0.0,0.0
0.5000000000000001,8.174714936277299,0.0,9.28503536200649,17.828235730886774,0.0,17.905580750584694,0.0,0.9051577378062792,0.0,0.0,-0.014345087485772455,0.0,20.953846153846126,longitudinal,25.143785409478497,25.143785409478497,0.07389623110457717,386.9007063274554,1.2239627344049233,0.25614980707236523,6.508189072285602,0.0,-0.0,40.0,0.0,0.0,-11.87703007834351,0.0,0.0,0.0
0.5200000000000001,8.531279650895035,0.0,9.643146977018183,17.998932975829625,0.0,17.926501866238738,0.0,0.9048708360565634,0.0,0.0,-0.015354670401542274,0.0,20.94399999999997,longitudinal,25.26768314056073,25.26768314056073,0.07426065966584022,390.7096339383163,1.2239206755681338,0.258742968661396,6.737702973356126,0.0,-0.0,40.0,0.0,0.0,-11.861718169908945,0.0,0.0,0.0
0.5400000000000001,8.891258310411628,0.0,10.001677014342958,18.176625096417602,0.0,17.956188867975253,0.0,0.9045637426485325,0.0,0.0,-0.01639082473079721,0.0,20.934153846153816,longitudinal,25.403170223983228,25.403170223983228,0.07465915213296045,394.8973126956585,1.2238785892689061,0.2613497361232802,6.960796710248004,0.0,-0.0,40.0,0.0,0.0,-11.845279910515313,0.0,0.0,0.0
0.5600000000000002,9.25479081233998,0.0,10.360800791702463,18.36132687077598,0.0,17.994640430579892,0.0,0.9042359261539161,0.0,0.0,-0.017453542761338887,0.0,20.92430769230766,longitudinal,25.55023323882028,25.55023323882028,0.07509166962676603,399.46904185938513,1.2238364549045955,0.2639597890108945,7.177226001383347,0.0,-0.0,40.0,0.0,0.0,-11.82768475431885,0.0,0.0,0.0
0.5800000000000002,9.622017349755499,0.0,10.72069360031406,18.553053741899927,0.0,18.041854675036024,0.0,0.9038868552986896,0.0,0.0,-0.018542888457255446,0.0,20.914461538461506,longitudinal,25.70885856434199,25.70885856434199,0.07555817268447661,404.4305959742225,1.2237942518765852,0.2665629397726496,7.386768133166483,0.0,-0.0,40.0,0.0,0.0,-11.808902252722563,0.0,0.0,0.0
0.6000000000000002,9.993078424593497,0.0,11.08153069381478,18.751821836509567,0.0,18.097829150952364,0.0,0.9035159975295448,0.0,0.0,-0.01965899214789705,0.0,20.90461538461535,longitudinal,25.87903250249024,25.87903250249024,0.07605862162030985,409.7882264908029,1.2237519595915547,0.26914920181841634,7.58922215688413,0.0,-0.0,40.0,0.0,0.0,-11.788901965967062,0.0,0.0,0.0
0.6200000000000002,10.368114861323688,0.0,11.443487276833828,18.957647984226124,0.0,18.162560818617806,0.0,0.9031228176865866,0.0,0.0,-0.02080204537187119,0.0,20.894769230769196,longitudinal,26.06074139707576,26.06074139707576,0.07659297687645776,415.54866340274197,1.2237095574627894,0.27170885294377195,7.784408934511873,0.0,-0.0,40.0,0.0,0.0,-11.767653380995426,0.0,0.0,0.0
0.6400000000000002,10.747267821008212,0.0,11.806738493206185,19.163635526138112,0.0,18.2272769303165,0.0,0.9027067767791497,0.0,0.0,-0.021972295866438677,0.0,20.88492307692304,longitudinal,26.25397174874353,26.25397174874353,0.07716119936163197,421.7191168997764,1.2236670249115407,0.2742324935458016,7.972171039558591,0.0,-0.0,40.0,0.0,0.0,-11.745125835404307,0.0,0.0,0.0
0.6600000000000003,11.130540531530974,0.0,12.171284031812515,19.369789834726664,0.0,18.2919720576541,0.0,0.9022673308618208,0.0,0.0,-0.02316911092262331,0.0,20.875076923076886,longitudinal,26.447656812525203,26.447656812525203,0.07773076404192499,427.9494905567228,1.223624341368418,0.2767589412707318,8.15581307999839,0.0,-0.0,40.0,0.0,0.0,-11.721288447303376,0.0,0.0,0.0
0.6800000000000003,11.517936328225508,0.0,12.537123472965597,19.576116436060623,0.0,18.35664066463838,0.0,0.9018039486433684,0.0,0.0,-0.0243918712782009,0.0,20.86523076923073,longitudinal,26.641790480361465,26.641790480361465,0.07830165300664875,434.23989993085,1.2235815068821374,0.27928487419173864,8.33537374226204,0.0,-0.0,40.0,0.0,0.0,-11.696110050916174,0.0,0.0,0.0
0.7000000000000003,11.90945865694672,0.0,12.904256286258365,19.782621006738648,0.0,18.42127710969623,0.0,0.9013161112178043,0.0,0.0,-0.025639970066696733,0.0,20.855384615384576,longitudinal,26.836366952492995,26.836366952492995,0.07887384925094716,440.59046558806483,1.2235385215142078,0.2818070952042786,8.510891136559753,0.0,-0.0,40.0,0.0,0.0,-11.669560205497447,0.0,0.0,0.0
0.7200000000000003,12.305111077081493,0.0,13.272681828452288,19.98930937086147,0.0,18.48587564760814,0.0,0.9008033118164702,0.0,0.0,-0.026912811821380386,0.0,20.84553846153842,longitudinal,27.03138073144758,27.03138073144758,0.0794473366581342,447.00131323795654,1.2234953853391837,0.284322528552202,8.68240280023845,0.0,-0.0,40.0,0.0,0.0,-11.641609179924094,0.0,0.0,0.0
