t,x,z,vx,vz,theta,q,mass,gamma,gamma_ref,alpha,alpha_air,alpha_cmd,alpha_limit,gimbal_cmd,gimbal,speed,airspeed,mach,q_dyn,rho,cd_eff,thrust,wind_x
0.19999999999999998,3.17048877381276e-16,5.001221103175507,1.651875904717369e-15,25.0151807817155,1.5707963267948966,0.0,29.86666666666668,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.01326636523668,25.01326636523668,0.07350897225948191,383.05716262011174,1.224483020458859,0.22002254039440755,297.5,0.0
0.21999999999999997,3.5008639547562336e-16,5.501524718809818,1.664012323112042e-15,25.01718353540943,1.5707963267948966,0.0,29.85333333333335,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.0151807817155,25.0151807817155,0.07351501319110021,383.0973988447862,1.2244242074919174,0.2200225430010711,297.5,0.0
0.23999999999999996,3.833666419378642e-16,6.001868389518006,1.6767353015875455e-15,25.02876554217843,1.5707963267948966,0.0,29.840000000000018,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.01718353540943,25.01718353540943,0.07352131383327748,383.14033897115286,1.224365392185024,0.2200225457201029,311.66666666666663,0.0
0.25999999999999995,4.169013479696151e-16,6.5024437003615745,1.6906267228881922e-15,25.059429668395367,1.5707963267948966,0.0,29.826666666666686,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.02876554217843,25.02876554217843,0.07355576656197776,383.4767570686637,1.2243065743309345,0.22002256059359493,340.0,0.0
0.27999999999999997,4.507138824273789e-16,7.003632293729482,1.7056875364803087e-15,25.10919142002208,1.5707963267948966,0.0,29.813333333333354,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.059429668395367,25.059429668395367,0.07364629966157774,384.3984939346795,1.2242477314095888,0.22002259972153182,368.3333333333333,0.0
0.3,4.848276331569851e-16,7.505816122129923,1.7219186926928688e-15,25.1780663171085,1.5707963267948966,0.0,29.800000000000022,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.10919142002208,25.10919142002208,0.07379295997070436,385.90807654668214,1.2241888185641274,0.22002266324327563,396.66666666666663,0.0
0.32,5.192660070108425e-16,8.009377448472094,1.7393211425005364e-15,25.266069890249486,1.5707963267948966,0.0,29.78666666666669,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.1780663171085,25.1780663171085,0.0739957943750961,388.0093738639592,1.2241297909078486,0.22002275137289362,425.0,0.0
0.34,5.540524298608533e-16,8.514698846277083,1.7578958373057357e-15,25.37321767702575,1.5707963267948966,0.0,29.77333333333336,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.266069890249486,25.266069890249486,0.07425484979961777,390.7075998090093,1.224070603524211,0.22002286440028168,453.3333333333333,0.0
0.36000000000000004,5.892103466069679e-16,9.022163199817598,1.7776437287197434e-15,25.499525218428822,1.5707963267948966,0.0,29.760000000000026,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.37321767702575,25.37321767702575,0.07457017320023546,394.0093162470327,1.2240112114668598,0.22002300269265154,481.66666666666674,0.0
0.38000000000000006,6.247632211813628e-16,9.532153704186175,1.7985657683428024e-15,25.645008055270036,1.5707963267948966,0.0,29.746666666666695,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.499525218428822,25.499525218428822,0.0749418115559513,397.9224359600009,1.2239515697596584,0.22002316669639252,510.00000000000006,0.0
0.4000000000000001,6.607345365482189e-16,10.045053865291576,1.8206629075432522e-15,25.80968172457346,1.5707963267948966,0.0,29.733333333333363,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.645008055270036,25.645008055270036,0.07536981186069812,402.4562256117938,1.2238916333967609,0.22002335693931924,538.3333333333334,0.0
0.4200000000000001,6.971477946990839e-16,10.561247499783045,1.8439360972356756e-15,25.99356175595274,1.5707963267948966,0.0,29.72000000000003,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.80968172457346,25.80968172457346,0.07585422111519363,407.62130870084866,1.2238313573426896,0.22002357403332032,566.6666666666669,0.0
0.4400000000000001,7.340265166437974e-16,11.0811187349021,1.8683862876580604e-15,26.19666366797191,1.5707963267948966,0.0,29.7066666666667,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,25.99356175595274,25.99356175595274,0.07639508631875418,413.42966849676156,1.2237706965324453,0.22002381867742526,595.0000000000001,0.0
0.46000000000000013,7.713942423969586e-16,11.605052008261538,1.894014428147976e-15,26.419002964490044,1.5707963267948966,0.0,29.693333333333367,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,26.19666366797191,26.19666366797191,0.0769924544610681,419.8946509572432,1.2237096058716255,0.22002409166130887,623.3333333333335,0.0
0.48000000000000015,8.092745309599181e-16,12.13343206755134,1.920821466917763e-15,26.660595130989826,1.5707963267948966,0.0,29.680000000000035,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,26.419002964490044,26.419002964490044,0.07764637251392846,427.03096762182673,1.2236480402365841,0.22002439386925624,651.6666666666669,0.0
0.5000000000000001,8.476909602982733e-16,12.666643970171137,1.948808350828736e-15,26.92145563089002,1.5707963267948966,0.0,29.666666666666703,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,26.660595130989826,26.660595130989826,0.07835688742292525,434.8546984786793,1.2235859544745924,0.22002472628461373,680.0000000000002,0.0
0.5200000000000001,8.86667127314848e-16,13.205073082788937,1.9779760251644023e-15,27.20159990184184,1.5707963267948966,0.0,29.65333333333337,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,26.92145563089002,26.92145563089002,0.07912404609909705,443.3832948008683,1.2235233034040323,0.2200250899947546,708.3333333333336,0.0
0.5400000000000001,9.26226647818136e-16,13.749105080825775,2.008325433402696e-15,27.501043352009248,1.5707963267948966,0.0,29.64000000000004,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,27.20159990184184,27.20159990184184,0.0799478954105421,452.63558194839845,1.2234600418146095,0.22002548619659137,736.6666666666669,0.0
0.5600000000000002,9.6639315648619e-16,14.29912594786596,2.0398575169872282e-15,27.819801356333205,1.5707963267948966,0.0,29.626666666666708,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,27.501043352009248,27.501043352009248,0.08082848217398898,462.6317621323158,1.2233961244675857,0.22002591620267095,765.0000000000002,0.0
0.5800000000000002,1.0071903068259346e-15,14.855521974992625,2.0725732150975575e-15,28.157889252779874,1.5707963267948966,0.0,29.613333333333376,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,27.819801356333205,27.819801356333205,0.0817658531463266,473.39341713715845,1.2233315060960406,0.22002638144789144,793.3333333333336,0.0
0.6000000000000002,1.0486417711278858e-15,15.418679760048223,2.106473464418482e-15,28.515322338572886,1.5707963267948966,0.0,29.600000000000044,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,28.157889252779874,28.157889252779874,0.08276005501609399,484.9435109979946,1.2232661414051396,0.2200268834968852,821.666666666667,0.0
0.6200000000000002,1.0907712404162554e-15,15.98898620681968,2.1415591989083528e-15,28.892115866409625,1.5707963267948966,0.0,29.586666666666712,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,28.515322338572886,28.515322338572886,0.08381113439492979,497.3063926282967,1.2231999850724415,0.22002742405211573,850.0,0.0
0.6400000000000002,1.1336024243944225e-15,16.566828524147873,2.1766585805496586e-15,29.269132269142943,1.5707963267948966,0.0,29.57333333333338,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,28.892115866409625,28.892115866409625,0.08491913780898137,510.5077983948453,1.2231329917482197,0.22002800496274175,850.0,0.0
0.6600000000000003,1.1771355960054157e-15,17.15221116953073,2.2117715921446286e-15,29.64637126591192,1.5707963267948966,0.0,29.56000000000005,1.5707963267948966,1.5707963267948966,0.0,0.0,0.0,0.05235987755982988,0.0,0.0,29.269132269142943,29.269132269142943,0.08602781787449384,523.8889983465565,1.2230651160558008,0.22002859781854592,850.0,0.0
