rank,score,kp,ki,kd,guidance_gain,guidance_altitude_gain,gamma_final_deg,peak_altitude,downrange,impact_error,final_speed,flight_time,landed,mean_alpha_deg,max_alpha_deg,mean_gimbal_deg,max_gimbal_deg,saturation_ratio,mean_gamma_error_deg
321,5309.9539,4.8,0.43,1.05,0.51,0.00011,74.0,3390.751020,873.054673,73.054673,213.808882,59.000000,1.000000,10.471652,115.509574,0.379600,5.319144,0.000000,1.004831
322,5310.9694,4.8,0.43,1.05,0.51,0.0001,74.0,3390.751020,873.054673,73.054673,213.808882,59.000000,1.000000,10.471652,115.509574,0.379600,5.319144,0.000000,1.017525
323,5311.7086,4.8,0.35,1.05,0.51,0.00011,74.0,3390.722708,873.427425,73.427425,213.809611,59.000000,1.000000,10.470124,115.507227,0.379682,5.319774,0.000000,1.004510
324,5312.2548,4.8,0.43,1.05,0.51,9e-05,74.0,3390.751020,873.054673,73.054673,213.808882,59.000000,1.000000,10.471652,115.509574,0.379600,5.319144,0.000000,1.033592
325,5312.7241,4.8,0.35,1.05,0.51,0.0001,74.0,3390.722708,873.427425,73.427425,213.809611,59.000000,1.000000,10.470124,115.507227,0.379682,5.319774,0.000000,1.017204
326,5313.4622,4.8,0.27,1.05,0.51,0.00011,74.0,3390.694403,873.799946,73.799946,213.810339,59.000000,1.000000,10.468598,115.504877,0.379764,5.320403,0.000000,1.004189
327,5314.0095,4.8,0.35,1.05,0.51,9e-05,74.0,3390.722708,873.427425,73.427425,213.809611,59.000000,1.000000,10.470124,115.507227,0.379682,5.319774,0.000000,1.033271
328,5314.4778,4.8,0.27,1.05,0.51,0.0001,74.0,3390.694403,873.799946,73.799946,213.810339,59.000000,1.000000,10.468598,115.504877,0.379764,5.320403,0.000000,1.016884
329,5315.7631,4.8,0.27,1.05,0.51,9e-05,74.0,3390.694403,873.799946,73.799946,213.810339,59.000000,1.000000,10.468598,115.504877,0.379764,5.320403,0.000000,1.032951
330,5319.2746,4.8,0.35,1.05,0.39,0.00011,73.0,3405.034958,643.278699,156.721301,213.944999,59.200000,1.000000,11.514641,113.096804,0.277224,4.378810,0.000000,1.432650
331,5320.2756,4.8,0.35,1.05,0.39,0.0001,73.0,3405.034958,643.278699,156.721301,213.944999,59.200000,1.000000,11.514641,113.096804,0.277224,4.378810,0.000000,1.445163
332,5321.5405,4.8,0.35,1.05,0.39,9e-05,73.0,3405.034958,643.278699,156.721301,213.944999,59.200000,1.000000,11.514641,113.096804,0.277224,4.378810,0.000000,1.460975
333,5330.0009,3.2,0.7,1.45,0.32,0.00011,73.0,3419.344470,681.686571,118.313429,214.264893,59.300000,1.000000,11.161012,112.542980,0.310860,5.024402,0.000000,1.489353
334,5330.1650,3.5,0.62,1.45,0.32,0.00011,73.0,3419.341501,681.904919,118.095081,214.266585,59.300000,1.000000,11.159604,112.580058,0.310935,5.025050,0.000000,1.489102
335,5330.7447,3.2,0.78,1.45,0.32,0.00011,73.0,3419.353877,681.476897,118.523103,214.264527,59.300000,1.000000,11.162195,112.543765,0.310837,5.024073,0.000000,1.489526
336,5330.9080,3.5,0.7,1.45,0.32,0.00011,73.0,3419.350916,681.695413,118.304587,214.266220,59.300000,1.000000,11.160785,112.580836,0.310912,5.024722,0.000000,1.489274
337,5331.0002,3.2,0.7,1.45,0.32,0.0001,73.0,3419.344470,681.686571,118.313429,214.264893,59.300000,1.000000,11.161012,112.542980,0.310860,5.024402,0.000000,1.501844
338,5331.1643,3.5,0.62,1.45,0.32,0.0001,73.0,3419.341501,681.904919,118.095081,214.266585,59.300000,1.000000,11.159604,112.580058,0.310935,5.025050,0.000000,1.501593
339,5331.7439,3.2,0.78,1.45,0.32,0.0001,73.0,3419.353877,681.476897,118.523103,214.264527,59.300000,1.000000,11.162195,112.543765,0.310837,5.024073,0.000000,1.502017
340,5331.9073,3.5,0.7,1.45,0.32,0.0001,73.0,3419.350916,681.695413,118.304587,214.266220,59.300000,1.000000,11.160785,112.580836,0.310912,5.024722,0.000000,1.501766
341,5332.2646,3.2,0.7,1.45,0.32,9e-05,73.0,3419.344470,681.686571,118.313429,214.264893,59.300000,1.000000,11.161012,112.542980,0.310860,5.024402,0.000000,1.517649
342,5332.4287,3.5,0.62,1.45,0.32,9e-05,73.0,3419.341501,681.904919,118.095081,214.266585,59.300000,1.000000,11.159604,112.580058,0.310935,5.025050,0.000000,1.517399
343,5333.0083,3.2,0.78,1.45,0.32,9e-05,73.0,3419.353877,681.476897,118.523103,214.264527,59.300000,1.000000,11.162195,112.543765,0.310837,5.024073,0.000000,1.517822
344,5333.1717,3.5,0.7,1.45,0.32,9e-05,73.0,3419.350916,681.695413,118.304587,214.266220,59.300000,1.000000,11.160785,112.580836,0.310912,5.024722,0.000000,1.517571
345,5335.1888,4.8,0.35,0.9,0.45,6e-05,74.0,3387.276253,951.865980,151.865980,213.735183,58.940000,1.000000,10.134061,116.293245,0.373472,5.031092,0.000000,1.085083
346,5336.1870,4.8,0.27,1.05,0.39,0.00011,73.0,3405.215188,639.854749,160.145251,213.937295,59.200000,1.000000,11.535950,113.089401,0.276764,4.373255,0.000000,1.435498
347,5337.1880,4.8,0.27,1.05,0.39,0.0001,73.0,3405.215188,639.854749,160.145251,213.937295,59.200000,1.000000,11.535950,113.089401,0.276764,4.373255,0.000000,1.448011
348,5338.4529,4.8,0.27,1.05,0.39,9e-05,73.0,3405.215188,639.854749,160.145251,213.937295,59.200000,1.000000,11.535950,113.089401,0.276764,4.373255,0.000000,1.463822
349,5341.7003,2.9,0.7,1.45,0.32,0.00011,75.0,3416.871446,729.308517,70.691483,214.277928,59.220000,1.000000,11.076855,118.765274,0.332805,5.185210,0.000000,0.961091
350,5342.7198,2.9,0.7,1.45,0.32,0.0001,75.0,3416.871446,729.308517,70.691483,214.277928,59.220000,1.000000,11.076855,118.765274,0.332805,5.185210,0.000000,0.973834
351,5342.9353,2.9,0.7,1.15,0.38,0.00011,74.0,3417.203702,648.913852,151.086148,214.184105,59.260000,1.000000,11.433132,116.375087,0.288938,4.510116,0.000000,1.249908
352,5343.9454,2.9,0.7,1.15,0.38,0.0001,74.0,3417.203702,648.913852,151.086148,214.184105,59.260000,1.000000,11.433132,116.375087,0.288938,4.510116,0.000000,1.262533
353,5344.0153,2.9,0.7,1.45,0.32,9e-05,75.0,3416.871446,729.308517,70.691483,214.277928,59.220000,1.000000,11.076855,118.765274,0.332805,5.185210,0.000000,0.990028
354,5345.2263,2.9,0.7,1.15,0.38,9e-05,74.0,3417.203702,648.913852,151.086148,214.184105,59.260000,1.000000,11.433132,116.375087,0.288938,4.510116,0.000000,1.278545
355,5355.1305,4.5,0.27,0.75,0.39,0.00011,75.0,3420.451782,834.235647,34.235647,214.373295,59.300000,1.000000,10.472054,118.953269,0.372685,5.446849,0.000000,0.934799
356,5356.1560,4.5,0.27,0.75,0.39,0.0001,75.0,3420.451782,834.235647,34.235647,214.373295,59.300000,1.000000,10.472054,118.953269,0.372685,5.446849,0.000000,0.947618
357,5357.4587,4.5,0.27,0.75,0.39,9e-05,75.0,3420.451782,834.235647,34.235647,214.373295,59.300000,1.000000,10.472054,118.953269,0.372685,5.446849,0.000000,0.963902
358,5362.2530,4.5,0.35,0.75,0.39,0.00011,75.0,3420.359981,835.737841,35.737841,214.376286,59.300000,1.000000,10.465349,118.951888,0.373001,5.449334,0.000000,0.933600
359,5363.2785,4.5,0.35,0.75,0.39,0.0001,75.0,3420.359981,835.737841,35.737841,214.376286,59.300000,1.000000,10.465349,118.951888,0.373001,5.449334,0.000000,0.946420
360,5364.5812,4.5,0.35,0.75,0.39,9e-05,75.0,3420.359981,835.737841,35.737841,214.376286,59.300000,1.000000,10.465349,118.951888,0.373001,5.449334,0.000000,0.962704
361,5366.0530,2.9,0.7,1.15,0.26,0.00011,73.0,3422.818506,677.605091,122.394909,214.319481,59.360000,1.000000,11.341148,113.449526,0.290551,5.013101,0.000000,1.323280
362,5367.0562,2.9,0.7,1.15,0.26,0.0001,73.0,3422.818506,677.605091,122.394909,214.319481,59.360000,1.000000,11.341148,113.449526,0.290551,5.013101,0.000000,1.335820
363,5367.4968,4.8,0.43,0.9,0.39,0.00011,73.0,3409.439754,659.129895,140.870105,214.069463,59.240000,1.000000,11.327710,113.160051,0.308418,4.938733,0.000000,1.489985
364,5368.3261,2.9,0.7,1.15,0.26,9e-05,73.0,3422.818506,677.605091,122.394909,214.319481,59.360000,1.000000,11.341148,113.449526,0.290551,5.013101,0.000000,1.351693
365,5368.4988,4.8,0.43,0.9,0.39,0.0001,73.0,3409.439754,659.129895,140.870105,214.069463,59.240000,1.000000,11.327710,113.160051,0.308418,4.938733,0.000000,1.502510
366,5369.3831,4.5,0.43,0.75,0.39,0.00011,75.0,3420.267928,837.241345,37.241345,214.379279,59.300000,1.000000,10.458655,118.950448,0.373318,5.451821,0.000000,0.932401
367,5369.7664,4.8,0.43,0.9,0.39,9e-05,73.0,3409.439754,659.129895,140.870105,214.069463,59.240000,1.000000,11.327710,113.160051,0.308418,4.938733,0.000000,1.518355
368,5370.4086,4.5,0.43,0.75,0.39,0.0001,75.0,3420.267928,837.241345,37.241345,214.379279,59.300000,1.000000,10.458655,118.950448,0.373318,5.451821,0.000000,0.945220
369,5370.4669,4.0,0.35,0.9,0.45,0.0001,74.0,3410.559886,642.275052,157.724948,214.102319,59.220000,1.000000,11.520064,115.908740,0.301827,4.629703,0.000000,1.283456
370,5371.7114,4.5,0.43,0.75,0.39,9e-05,75.0,3420.267928,837.241345,37.241345,214.379279,59.300000,1.000000,10.458655,118.950448,0.373318,5.451821,0.000000,0.961505
371,5376.3380,4.8,0.35,0.9,0.39,0.00011,73.0,3409.558630,656.555558,143.444442,214.064053,59.240000,1.000000,11.343039,113.153144,0.308102,4.934579,0.000000,1.492122
372,5377.3400,4.8,0.35,0.9,0.39,0.0001,73.0,3409.558630,656.555558,143.444442,214.064053,59.240000,1.000000,11.343039,113.153144,0.308102,4.934579,0.000000,1.504647
373,5378.6075,4.8,0.35,0.9,0.39,9e-05,73.0,3409.558630,656.555558,143.444442,214.064053,59.240000,1.000000,11.343039,113.153144,0.308102,4.934579,0.000000,1.520491
374,5378.8644,4.0,0.35,0.9,0.45,6e-05,74.0,3410.559886,642.275052,157.724948,214.102319,59.220000,1.000000,11.520064,115.908740,0.301827,4.629703,0.000000,1.388425
375,5382.1308,4.5,0.27,1.05,0.39,0.00011,75.0,3418.303676,812.886804,12.886804,214.286794,59.280000,1.000000,10.644048,118.984365,0.344696,5.555907,0.000000,0.863199
376,5383.1533,4.5,0.27,1.05,0.39,0.0001,75.0,3418.303676,812.886804,12.886804,214.286794,59.280000,1.000000,10.644048,118.984365,0.344696,5.555907,0.000000,0.875980
377,5384.4513,4.5,0.27,1.05,0.39,9e-05,75.0,3418.303676,812.886804,12.886804,214.286794,59.280000,1.000000,10.644048,118.984365,0.344696,5.555907,0.000000,0.892206
378,5386.1715,4.8,0.35,0.9,0.51,0.00011,74.0,3389.489147,889.111708,89.111708,213.767890,58.980000,1.000000,10.409053,115.441833,0.383114,5.345844,0.000000,0.990938
379,5387.1876,4.8,0.35,0.9,0.51,0.0001,74.0,3389.489147,889.111708,89.111708,213.767890,58.980000,1.000000,10.409053,115.441833,0.383114,5.345844,0.000000,1.003638
380,5387.9550,4.8,0.27,0.9,0.51,0.00011,74.0,3389.459951,889.489466,89.489466,213.768632,58.980000,1.000000,10.407549,115.439419,0.383197,5.346482,0.000000,0.990612
381,5388.4735,4.8,0.35,0.9,0.51,9e-05,74.0,3389.489147,889.111708,89.111708,213.767890,58.980000,1.000000,10.409053,115.441833,0.383114,5.345844,0.000000,1.019712
382,5388.5177,4.8,0.35,0.9,0.58,0.0001,74.0,3389.714370,903.018027,103.018027,213.801710,59.000000,1.000000,10.367939,115.562590,0.371292,5.294981,0.000000,0.952420
383,5388.9711,4.8,0.27,0.9,0.51,0.0001,74.0,3389.459951,889.489466,89.489466,213.768632,58.980000,1.000000,10.407549,115.439419,0.383197,5.346482,0.000000,1.003312
384,5389.9469,3.2,0.7,1.3,0.45,6e-05,78.0,3507.893714,688.460456,111.539544,216.157725,60.120000,1.000000,10.852491,127.278930,0.314507,4.837014,0.000000,0.798843
385,5390.2570,4.8,0.27,0.9,0.51,9e-05,74.0,3389.459951,889.489466,89.489466,213.768632,58.980000,1.000000,10.407549,115.439419,0.383197,5.346482,0.000000,1.019387
386,5392.9673,4.5,0.35,1.05,0.39,0.00011,75.0,3418.163680,815.158276,15.158276,214.291369,59.280000,1.000000,10.633192,118.988385,0.345154,5.559733,0.000000,0.861363
387,5393.9898,4.5,0.35,1.05,0.39,0.0001,75.0,3418.163680,815.158276,15.158276,214.291369,59.280000,1.000000,10.633192,118.988385,0.345154,5.559733,0.000000,0.874144
388,5394.0747,5.1,0.27,1.05,0.45,0.0001,74.0,3388.194720,907.737413,107.737413,213.724577,58.960000,1.000000,10.341844,115.114018,0.385784,5.290594,0.000000,0.984565
389,5394.9235,2.9,0.78,1.15,0.38,0.00011,74.0,3417.791069,638.383752,161.616248,214.232609,59.280000,1.000000,11.497206,116.367237,0.287147,4.489636,0.000000,1.257564
390,5395.2880,4.5,0.35,1.05,0.39,9e-05,75.0,3418.163680,815.158276,15.158276,214.291369,59.280000,1.000000,10.633192,118.988385,0.345154,5.559733,0.000000,0.890371
391,5395.9331,2.9,0.78,1.15,0.38,0.0001,74.0,3417.791069,638.383752,161.616248,214.232609,59.280000,1.000000,11.497206,116.367237,0.287147,4.489636,0.000000,1.270184
392,5396.9253,4.8,0.35,0.9,0.58,6e-05,74.0,3389.714370,903.018027,103.018027,213.801710,59.000000,1.000000,10.367939,115.562590,0.371292,5.294981,0.000000,1.057515
393,5397.2134,2.9,0.78,1.15,0.38,9e-05,74.0,3417.791069,638.383752,161.616248,214.232609,59.280000,1.000000,11.497206,116.367237,0.287147,4.489636,0.000000,1.286189
394,5403.8205,4.5,0.43,1.05,0.39,0.00011,75.0,3418.023158,817.431396,17.431396,214.295946,59.280000,1.000000,10.622396,118.992367,0.345612,5.563563,0.000000,0.859525
395,5404.8430,4.5,0.43,1.05,0.39,0.0001,75.0,3418.023158,817.431396,17.431396,214.295946,59.280000,1.000000,10.622396,118.992367,0.345612,5.563563,0.000000,0.872307
396,5405.6441,4.8,0.27,0.9,0.39,0.00011,73.0,3410.418216,637.777099,162.222901,214.097217,59.260000,1.000000,11.460564,113.146172,0.303969,4.864145,0.000000,1.501705
397,5406.1412,4.5,0.43,1.05,0.39,9e-05,75.0,3418.023158,817.431396,17.431396,214.295946,59.280000,1.000000,10.622396,118.992367,0.345612,5.563563,0.000000,0.888534
398,5406.6456,4.8,0.27,0.9,0.39,0.0001,73.0,3410.418216,637.777099,162.222901,214.097217,59.260000,1.000000,11.460564,113.146172,0.303969,4.864145,0.000000,1.514224
399,5406.7619,4.8,0.43,0.9,0.51,9e-05,74.0,3389.409020,889.937916,89.937916,213.770438,58.980000,1.000000,10.405123,115.444245,0.383710,5.363079,0.000000,1.019780
400,5407.3725,2.9,0.7,1.15,0.32,0.0001,75.0,3419.638090,679.309035,120.690965,214.273663,59.240000,1.000000,11.290562,118.951695,0.320763,4.987593,0.000000,1.068234
401,5407.9126,4.8,0.27,0.9,0.39,9e-05,73.0,3410.418216,637.777099,162.222901,214.097217,59.260000,1.000000,11.460564,113.146172,0.303969,4.864145,0.000000,1.530061
402,5408.6691,2.9,0.7,1.15,0.32,9e-05,75.0,3419.638090,679.309035,120.690965,214.273663,59.240000,1.000000,11.290562,118.951695,0.320763,4.987593,0.000000,1.084441
403,5409.5910,4.5,0.43,0.75,0.39,0.00011,73.0,3390.093423,1035.898043,235.898043,213.860481,59.000000,1.000000,9.758210,113.470611,0.353369,4.845438,0.000000,1.182343
404,5410.6052,4.5,0.43,0.75,0.39,0.0001,73.0,3390.093423,1035.898043,235.898043,213.860481,59.000000,1.000000,9.758210,113.470611,0.353369,4.845438,0.000000,1.195020
405,5410.7894,4.8,0.43,1.05,0.51,0.00011,73.0,3387.112815,893.521801,93.521801,213.752804,58.980000,1.000000,10.260004,113.453045,0.355491,5.396295,0.000000,1.279680
406,5411.7961,4.8,0.43,1.05,0.51,0.0001,73.0,3387.112815,893.521801,93.521801,213.752804,58.980000,1.000000,10.260004,113.453045,0.355491,5.396295,0.000000,1.292264
407,5411.8884,4.5,0.43,0.75,0.39,9e-05,73.0,3390.093423,1035.898043,235.898043,213.860481,59.000000,1.000000,9.758210,113.470611,0.353369,4.845438,0.000000,1.211060
408,5413.0685,4.8,0.43,1.05,0.51,9e-05,73.0,3387.112815,893.521801,93.521801,213.752804,58.980000,1.000000,10.260004,113.453045,0.355491,5.396295,0.000000,1.308168
409,5418.0602,3.5,0.78,1.15,0.26,9e-05,75.0,3424.168567,646.931439,153.068561,214.346082,59.300000,1.000000,11.443934,118.244287,0.303006,4.836525,0.000000,1.136585
410,5418.4806,4.5,0.35,0.9,0.51,0.00011,74.0,3406.996913,634.049703,165.950297,213.971561,59.180000,1.000000,11.680385,115.918431,0.315880,4.566434,0.000000,1.218346
411,5419.2290,3.2,0.35,1.3,0.45,6e-05,78.0,3508.066311,679.825444,120.174556,216.144691,60.120000,1.000000,10.903542,127.276319,0.313127,4.822699,0.000000,0.804801
412,5419.4274,3.5,0.78,1.15,0.26,0.0001,75.0,3424.359182,646.427257,153.572743,214.341374,59.300000,1.000000,11.447433,118.244287,0.302608,4.836525,0.000000,1.120408
413,5419.4904,4.5,0.35,0.9,0.51,0.0001,74.0,3406.996913,634.049703,165.950297,213.971561,59.180000,1.000000,11.680385,115.918431,0.315880,4.566434,0.000000,1.230968
414,5420.7696,4.5,0.35,0.9,0.51,9e-05,74.0,3406.996913,634.049703,165.950297,213.971561,59.180000,1.000000,11.680385,115.918431,0.315880,4.566434,0.000000,1.246958
415,5425.7731,2.9,0.7,1.15,0.32,0.00011,75.0,3420.106280,675.441111,124.558889,214.258022,59.240000,1.000000,11.316319,118.951695,0.318753,4.987593,0.000000,1.056178
416,5427.8410,3.2,0.62,1.3,0.32,0.00011,75.0,3420.543745,685.928377,114.071623,214.286069,59.260000,1.000000,11.301810,118.969799,0.313663,5.041710,0.000000,1.019152
417,5431.1631,4.5,0.35,0.75,0.45,0.00011,73.0,3389.674481,978.143895,178.143895,213.843219,59.000000,1.000000,9.947956,114.480309,0.368762,5.073880,0.000000,1.198418
418,5431.2591,3.5,0.78,1.15,0.26,0.00011,75.0,3425.376029,643.933943,156.066057,214.388514,59.320000,1.000000,11.462230,118.244287,0.300431,4.836525,0.000000,1.107482
419,5432.1739,4.5,0.35,0.75,0.45,0.0001,73.0,3389.674481,978.143895,178.143895,213.843219,59.000000,1.000000,9.947956,114.480309,0.368762,5.073880,0.000000,1.211053
420,5433.4527,4.5,0.35,0.75,0.45,9e-05,73.0,3389.674481,978.143895,178.143895,213.843219,59.000000,1.000000,9.947956,114.480309,0.368762,5.073880,0.000000,1.227037
421,5436.8838,4.8,0.43,0.9,0.45,0.00011,73.0,3388.031624,860.852557,60.852557,213.701851,58.980000,1.000000,10.351706,113.251390,0.356469,5.553476,0.000000,1.343348
422,5437.8907,4.8,0.43,0.9,0.45,0.0001,73.0,3388.031624,860.852557,60.852557,213.701851,58.980000,1.000000,10.351706,113.251390,0.356469,5.553476,0.000000,1.355934
423,5438.2960,4.8,0.35,0.9,0.45,0.00011,73.0,3388.010454,861.146170,61.146170,213.702432,58.980000,1.000000,10.350537,113.251614,0.356519,5.553958,0.000000,1.343093
424,5439.1630,4.8,0.43,0.9,0.45,9e-05,73.0,3388.031624,860.852557,60.852557,213.701851,58.980000,1.000000,10.351706,113.251390,0.356469,5.553476,0.000000,1.371837
425,5439.3029,4.8,0.35,0.9,0.45,0.0001,73.0,3388.010454,861.146170,61.146170,213.702432,58.980000,1.000000,10.350537,113.251614,0.356519,5.553958,0.000000,1.355680
426,5439.7072,4.8,0.27,0.9,0.45,0.00011,73.0,3387.989292,861.439575,61.439575,213.703013,58.980000,1.000000,10.349369,113.251835,0.356569,5.554441,0.000000,1.342838
427,5440.5752,4.8,0.35,0.9,0.45,9e-05,73.0,3388.010454,861.146170,61.146170,213.702432,58.980000,1.000000,10.350537,113.251614,0.356519,5.553958,0.000000,1.371582
428,5440.7142,4.8,0.27,0.9,0.45,0.0001,73.0,3387.989292,861.439575,61.439575,213.703013,58.980000,1.000000,10.349369,113.251835,0.356569,5.554441,0.000000,1.355425
429,5441.0587,3.2,0.78,1.15,0.38,0.00011,75.0,3410.718726,871.779629,71.779629,214.227476,59.160000,1.000000,10.390407,118.607584,0.360698,5.415247,0.000000,0.843035
430,5441.9864,4.8,0.27,0.9,0.45,9e-05,73.0,3387.989292,861.439575,61.439575,213.703013,58.980000,1.000000,10.349369,113.251835,0.356569,5.554441,0.000000,1.371328
431,5442.0821,3.2,0.78,1.15,0.38,0.0001,75.0,3410.718726,871.779629,71.779629,214.227476,59.160000,1.000000,10.390407,118.607584,0.360698,5.415247,0.000000,0.855828
432,5443.2333,5.1,0.35,0.75,0.45,0.0001,75.0,3423.834324,852.229964,52.229964,214.500561,59.360000,1.000000,10.342360,117.645225,0.366851,5.504484,0.000000,0.973529
433,5443.3820,3.2,0.78,1.15,0.38,9e-05,75.0,3410.718726,871.779629,71.779629,214.227476,59.160000,1.000000,10.390407,118.607584,0.360698,5.415247,0.000000,0.872076
434,5444.5304,5.1,0.35,0.75,0.45,9e-05,75.0,3423.834324,852.229964,52.229964,214.500561,59.360000,1.000000,10.342360,117.645225,0.366851,5.504484,0.000000,0.989743
435,5445.2859,4.0,0.7,1.3,0.45,0.0001,78.0,3498.804128,866.795891,66.795891,216.057180,60.020000,1.000000,9.930833,125.209735,0.341937,5.304052,0.000000,0.634817
436,5465.1537,3.5,0.7,1.15,0.26,0.00011,75.0,3428.316232,638.684940,161.315060,214.462370,59.360000,1.000000,11.494841,118.245680,0.295165,4.843167,0.000000,1.105776
437,5466.1726,3.5,0.7,1.15,0.26,0.0001,75.0,3428.316232,638.684940,161.315060,214.462370,59.360000,1.000000,11.494841,118.245680,0.295165,4.843167,0.000000,1.118513
438,5467.4685,3.5,0.7,1.15,0.26,9e-05,75.0,3428.316232,638.684940,161.315060,214.462370,59.360000,1.000000,11.494841,118.245680,0.295165,4.843167,0.000000,1.134711
439,5467.9242,5.1,0.35,0.9,0.45,0.00011,73.0,3386.390713,876.318484,76.318484,213.733766,58.980000,1.000000,10.293613,113.229913,0.345663,5.532957,0.000000,1.328057
440,5468.1977,3.5,0.62,1.15,0.26,0.00011,75.0,3428.363855,637.790299,162.209701,214.460261,59.360000,1.000000,11.500551,118.239276,0.295033,4.841710,0.000000,1.106484
441,5468.9324,5.1,0.35,0.9,0.45,0.0001,73.0,3386.390713,876.318484,76.318484,213.733766,58.980000,1.000000,10.293613,113.229913,0.345663,5.532957,0.000000,1.340659
442,5469.2166,3.5,0.62,1.15,0.26,0.0001,75.0,3428.363855,637.790299,162.209701,214.460261,59.360000,1.000000,11.500551,118.239276,0.295033,4.841710,0.000000,1.119221
443,5469.3606,5.1,0.27,0.9,0.45,0.00011,73.0,3386.368399,876.616548,76.616548,213.734365,58.980000,1.000000,10.292464,113.229926,0.345714,5.533449,0.000000,1.327797
444,5470.2062,5.1,0.35,0.9,0.45,9e-05,73.0,3386.390713,876.318484,76.318484,213.733766,58.980000,1.000000,10.293613,113.229913,0.345663,5.532957,0.000000,1.356582
445,5470.3688,5.1,0.27,0.9,0.45,0.0001,73.0,3386.368399,876.616548,76.616548,213.734365,58.980000,1.000000,10.292464,113.229926,0.345714,5.533449,0.000000,1.340400
446,5470.5124,3.5,0.62,1.15,0.26,9e-05,75.0,3428.363855,637.790299,162.209701,214.460261,59.360000,1.000000,11.500551,118.239276,0.295033,4.841710,0.000000,1.135419
447,5471.6426,5.1,0.27,0.9,0.45,9e-05,73.0,3386.368399,876.616548,76.616548,213.734365,58.980000,1.000000,10.292464,113.229926,0.345714,5.533449,0.000000,1.356323
448,5477.1512,3.5,0.62,1.45,0.26,0.00011,75.0,3402.585838,896.684231,96.684231,214.056332,59.040000,1.000000,10.232694,118.903458,0.372488,5.364226,0.000000,0.920770
449,5478.1768,3.5,0.62,1.45,0.26,0.0001,75.0,3402.585838,896.684231,96.684231,214.056332,59.040000,1.000000,10.232694,118.903458,0.372488,5.364226,0.000000,0.933590
450,5479.4801,3.5,0.62,1.45,0.26,9e-05,75.0,3402.585838,896.684231,96.684231,214.056332,59.040000,1.000000,10.232694,118.903458,0.372488,5.364226,0.000000,0.949882
451,5482.6884,4.0,0.7,1.3,0.58,0.0001,78.0,3482.846857,906.916382,106.916382,215.744720,59.840000,1.000000,9.844024,125.269392,0.304789,5.207378,0.000000,0.563653
452,5483.5441,2.9,0.62,1.3,0.38,0.00011,73.0,3421.238283,637.448109,162.551891,214.325997,59.340000,1.000000,11.415803,112.591848,0.305613,4.953016,0.000000,1.525169
453,5484.4328,2.9,0.7,1.3,0.38,0.00011,73.0,3421.248537,637.200705,162.799295,214.325550,59.340000,1.000000,11.417304,112.592629,0.305586,4.952627,0.000000,1.525372
454,5484.5424,2.9,0.62,1.3,0.38,0.0001,73.0,3421.238283,637.448109,162.551891,214.325997,59.340000,1.000000,11.415803,112.591848,0.305613,4.953016,0.000000,1.537648
455,5485.3221,2.9,0.78,1.3,0.38,0.00011,73.0,3421.258794,636.953141,163.046859,214.325103,59.340000,1.000000,11.418807,112.593410,0.305558,4.952239,0.000000,1.525576
456,5485.4311,2.9,0.7,1.3,0.38,0.0001,73.0,3421.248537,637.200705,162.799295,214.325550,59.340000,1.000000,11.417304,112.592629,0.305586,4.952627,0.000000,1.537851
457,5485.8057,2.9,0.62,1.3,0.38,9e-05,73.0,3421.238283,637.448109,162.551891,214.325997,59.340000,1.000000,11.415803,112.591848,0.305613,4.953016,0.000000,1.553438
458,5486.3204,2.9,0.78,1.3,0.38,0.0001,73.0,3421.258794,636.953141,163.046859,214.325103,59.340000,1.000000,11.418807,112.593410,0.305558,4.952239,0.000000,1.538054
459,5486.6943,2.9,0.7,1.3,0.38,9e-05,73.0,3421.248537,637.200705,162.799295,214.325550,59.340000,1.000000,11.417304,112.592629,0.305586,4.952627,0.000000,1.553641
460,5487.5836,2.9,0.78,1.3,0.38,9e-05,73.0,3421.258794,636.953141,163.046859,214.325103,59.340000,1.000000,11.418807,112.593410,0.305558,4.952239,0.000000,1.553845
461,5491.5640,4.8,0.43,0.75,0.39,9e-05,75.0,3426.478012,753.872867,46.127133,214.494570,59.380000,1.000000,10.847516,118.350127,0.362077,5.485139,0.000000,1.030141
462,5492.3713,5.1,0.43,1.05,0.45,0.00011,74.0,3387.727228,911.687721,111.687721,213.738045,58.960000,1.000000,10.324239,115.119285,0.388557,5.386276,0.000000,0.971675
463,5493.3878,5.1,0.43,1.05,0.45,0.0001,74.0,3387.727228,911.687721,111.687721,213.738045,58.960000,1.000000,10.324239,115.119285,0.388557,5.386276,0.000000,0.984382
464,5493.9701,5.1,0.35,1.05,0.45,0.00011,74.0,3387.700593,912.026139,112.026139,213.738712,58.960000,1.000000,10.322949,115.116652,0.388631,5.386850,0.000000,0.971383
465,5494.6741,5.1,0.43,1.05,0.45,9e-05,74.0,3387.727228,911.687721,111.687721,213.738045,58.960000,1.000000,10.324239,115.119285,0.388557,5.386276,0.000000,1.000460
466,5494.9866,5.1,0.35,1.05,0.45,0.0001,74.0,3387.700593,912.026139,112.026139,213.738712,58.960000,1.000000,10.322949,115.116652,0.388631,5.386850,0.000000,0.984089
467,5495.5679,5.1,0.27,1.05,0.45,0.00011,74.0,3387.673966,912.364358,112.364358,213.739378,58.960000,1.000000,10.321661,115.114018,0.388706,5.387423,0.000000,0.971091
